品牌,车型,价格,年份,里程,燃料类型,变速器,车辆类型,数据来源,所在城市,车龄,价格区间,里程区间,排量
宝马,宝马X3 2021款 xDrive25i M运动套装,5.7,2021,57000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,0.0
宝马,宝马X1 2023款 xDrive25Li X设计套装,1.1,2023,11000,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,0.0
宝马,宝马Z4 2019款 sDrive 25i M运动曜夜套装,2.8,2019,28300,汽油,自动,轿车,车168,太原,5,10万以下,1-3万公里,0.0
奔驰,奔驰G级AMG 2019款 AMG G 63 先型特别版,4.4,2019,43600,汽油,自动,轿车,车168,太原,5,10万以下,3-5万公里,0.0
奥迪,奥迪A8 2021款 A8L 55 TFSI quattro 尊贵型,5.0,2021,50000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,8.0
奔驰,奔驰E级 2025款 E 260 L,3.6,2025,35600,汽油,自动,轿车,车168,太原,-1,10万以下,3-5万公里,0.0
奔驰,奔驰GLC 2024款 改款 GLC 300 L 4MATIC 动感型 5座,0.8,2024,8000,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,0.0
奥迪,奥迪Q6 2023款 50 TFSI quattro 凌云版 edition one,1.0,2023,10000,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,0.0
埃尔法,埃尔法 2024款 双擎 2.5L 臻享版,2.9,2024,28800,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,2.5
岚图,岚图梦想家 2025款 PHEV 四驱旗舰乾��版,0.4,2025,3700,电动,自动,轿车,车168,太原,-1,10万以下,1万公里以下,0.0
MINI,MINI 2022款 2.0T COOPER S 赛车手,2.4,2022,24400,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,2.0
Panamera,Panamera 2021款 Panamera 2.9T,2.0,2021,19700,汽油,自动,轿车,车168,太原,3,10万以下,1-3万公里,2.9
Levante,Levante 2019款 3.0T 标准版 国VI,6.3,2019,63200,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,3.0
奔驰,奔驰C级 2025款 C 260 L 皓夜运动版,0.5,2025,5000,汽油,自动,轿车,车168,太原,-1,10万以下,1万公里以下,0.0
迈巴赫S级,迈巴赫S级 2024款 改款 S 480 4MATIC,0.7,2024,7200,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
Panamera,Panamera 2022款 Panamera 4 行政加长版 2.9T,0.8,2022,8300,汽油,自动,轿车,车168,太原,2,10万以下,1万公里以下,2.9
迈巴赫GLS,迈巴赫GLS 2024款 GLS 480 4MATIC,0.3,2024,3000,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,0.0
福特,福特F-150猛禽 2023款 3.5T 猛禽,2.5,2023,25000,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,3.5
Cayenne,Cayenne 2019款 Cayenne 3.0T,4.9,2019,49000,汽油,自动,轿车,车168,太原,5,10万以下,3-5万公里,3.0
Cayenne,Cayenne 2019款 Cayenne 3.0T,5.4,2019,54000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,3.0
罗伦士湾流,罗伦士湾流 2024款 2.0T 自动,0.3,2024,3000,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,2.0
Sprinter,Sprinter 2018款 3.0L 自动,6.0,2018,59700,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,3.0
库里南,库里南 2018款 五座版,1.8,2018,18000,汽油,自动,轿车,车168,太原,6,10万以下,1-3万公里,0.0
飞驰,飞驰 2024款 4.0T V8 标准版,0.8,2024,7500,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,4.0
迈巴赫S级,迈巴赫S级 2022款 S 680 4MATIC 匠心高定首发版,2.6,2022,26000,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
迈巴赫S级,迈巴赫S级 2022款 S 680 4MATIC,2.8,2022,28000,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
飞驰,飞驰 2021款 4.0T V8 标准版,2.9,2021,29000,汽油,自动,轿车,车168,太原,3,10万以下,1-3万公里,4.0
揽胜运动,揽胜运动 2018款 3.0 SC V6 HSE DYNAMIC,8.7,2018,87000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
迈腾GTE插电混动,迈腾GTE插电混动 2020款 GTE 豪华型,6.7,2020,67000,电动,自动,轿车,车168,太原,4,10万以下,5-10万公里,0.0
途观L,途观L 2021款 330TSI 自动两驱R-Line越享版,6.6,2021,66000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
奔驰,奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,9.5,2020,95000,汽油,自动,SUV,车168,太原,4,10万以下,5-10万公里,0.0
揽胜,揽胜 2015款 3.0 SC V6 Vogue,9.7,2015,97000,汽油,自动,轿车,车168,太原,9,10万以下,5-10万公里,0.0
迈腾,迈腾 2020款 330TSI DSG 豪华型,8.0,2020,80000,汽油,自动,轿车,车168,太原,4,10万以下,5-10万公里,0.0
奥迪,奥迪Q7 2018款 45 TFSI 技术型,10.6,2018,106000,汽油,自动,SUV,车168,太原,6,10-20万,10万公里以上,0.0
途岳,途岳 2023款 300TSI 两驱满月版,3.9,2023,39000,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
沃尔沃,沃尔沃S90 2019款 T5 智逸版,8.0,2019,80000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,0.0
途昂,途昂 2017款 330TSI 两驱豪华版,5.5,2017,54600,汽油,自动,轿车,车168,太原,7,10万以下,5-10万公里,0.0
奥迪,奥迪Q7 2016款 40 TFSI S line运动型,14.6,2016,146000,汽油,自动,SUV,车168,太原,8,10-20万,10万公里以上,0.0
发现,发现 2018款 3.0 SC V6 SE,5.7,2018,57000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
奔驰,奔驰GLA 2018款 GLA 200 动感型,8.5,2018,85000,汽油,自动,SUV,车168,太原,6,10万以下,5-10万公里,0.0
哈弗H9,哈弗H9 2017款 2.0T 柴油四驱豪华型 7座,10.1,2017,101000,汽油,自动,轿车,车168,太原,7,10-20万,10万公里以上,2.0
奥迪,奥迪A6L 2014款 30 FSI 豪华型,13.9,2014,139000,汽油,自动,轿车,车168,太原,10,10-20万,10万公里以上,6.0
北京越野BJ80,北京越野BJ80 2017款 2.3T 自动建军90周年纪念版,11.8,2017,118000,汽油,自动,轿车,车168,太原,7,10-20万,10万公里以上,2.3
沃尔沃,沃尔沃XC90 2017款 T6 智雅版 5座,8.0,2017,80000,汽油,自动,SUV,车168,太原,7,10万以下,5-10万公里,0.0
汉兰达,汉兰达 2015款 2.0T 四驱豪华版 7座,11.0,2015,110000,汽油,自动,轿车,车168,太原,9,10-20万,10万公里以上,2.0
大切诺基(进口),大切诺基(进口) 2016款 3.0L 舒享导航版,14.5,2016,145000,汽油,自动,轿车,车168,太原,8,10-20万,10万公里以上,3.0
揽胜运动,揽胜运动 2017款 3.0 SC V6 HSE DYNAMIC,8.6,2017,86000,汽油,自动,轿车,车168,太原,7,10万以下,5-10万公里,0.0
奔驰,奔驰GLS 2022款 GLS 450 4MATIC 时尚型,5.6,2022,56000,汽油,自动,SUV,车168,太原,2,10万以下,5-10万公里,0.0
奔驰,奔驰E级 2023款 改款 E 300 L 时尚型,4.9,2023,49000,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
宝马,宝马X7 2022款 xDrive40i 领先型豪华套装,8.1,2022,81000,汽油,自动,SUV,车168,太原,2,10万以下,5-10万公里,0.0
宝马,宝马5系 2018款 528Li 上市特别版,11.5,2018,115000,汽油,自动,轿车,车168,太原,6,10-20万,10万公里以上,0.0
宝马,宝马3系 2018款 320i M运动套装,9.0,2018,90000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
高尔夫,高尔夫 2015款 1.4TSI 自动豪华型,10.8,2015,108000,汽油,自动,轿车,车168,太原,9,10-20万,10万公里以上,1.4
牧马人,牧马人 2013款 3.6L Sahara 两门版,8.9,2013,89000,汽油,自动,轿车,车168,太原,11,10万以下,5-10万公里,3.6
奥迪,奥迪A8 2021款 A8L 55 TFSI quattro 尊贵型,7.8,2021,78000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,8.0
帕杰罗・劲畅,帕杰罗・劲畅 2013款 3.0L 自动四驱旗舰版,8.7,2013,87000,汽油,自动,轿车,车168,太原,11,10万以下,5-10万公里,3.0
奥迪,奥迪A6L 2022款 45 TFSI quattro 尊享动感型,5.4,2022,54000,汽油,自动,SUV,车168,太原,2,10万以下,5-10万公里,6.0
尚酷,尚酷 2015款 1.4TSI 风尚版,8.6,2015,86000,汽油,自动,轿车,车168,太原,9,10万以下,5-10万公里,1.4
发现,发现 2017款 3.0 SC V6 SE,8.2,2017,82000,汽油,自动,轿车,车168,太原,7,10万以下,5-10万公里,0.0
奥迪,奥迪A8 2021款 A8L 55 TFSI quattro 豪华型,9.4,2021,94000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,8.0
夏朗,夏朗 2018款 380TSI 舒享型 6座,9.6,2018,96000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
夏朗,夏朗 2018款 380TSI 舒享型 6座,9.9,2018,99000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
途昂,途昂 2019款 380TSI 四驱豪华版 国VI,12.7,2019,127000,汽油,自动,轿车,车168,太原,5,10-20万,10万公里以上,0.0
奥迪,奥迪A6L 2019款 55 TFSI quattro 尊享致雅型,15.0,2019,150000,汽油,自动,SUV,车168,太原,5,10-20万,10万公里以上,6.0
英菲尼迪,英菲尼迪Q70 2017款 Q70L 2.5L 精英版,13.0,2017,130000,汽油,自动,SUV,车168,太原,7,10-20万,10万公里以上,0.0
奥迪,奥迪A6L 2023款 55 TFSI quattro 尊享致雅型,3.3,2023,33000,汽油,自动,SUV,车168,太原,1,10万以下,3-5万公里,6.0
奔驰,奔驰R级 2015款 R 400 4MATIC 商务型,13.2,2015,132000,汽油,自动,轿车,车168,太原,9,10-20万,10万公里以上,0.0
红旗,红旗H7 2019款 1.8T 舒适版,2.8,2019,28000,汽油,自动,轿车,车168,太原,5,10万以下,1-3万公里,1.8
奥迪,奥迪Q5L 2024款 40 TFSI 豪华动感型,0.4,2024,4000,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,5.0
揽胜,揽胜 2015款 3.0 SC V6 Vogue,17.8,2015,178000,汽油,自动,轿车,车168,太原,9,10-20万,10万公里以上,0.0
帕萨特,帕萨特 2023款 280TSI 精英版,3.8,2023,37700,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
奔驰,奔驰E级 2021款 改款 E 300 L 运动豪华型,5.6,2021,55500,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
冠道,冠道 2020款 370TURBO 四驱尊享版,2.3,2020,23400,汽油,自动,轿车,车168,太原,4,10万以下,1-3万公里,0.0
Model,Model Y 2021款 长续航全轮驱动版,2.5,2021,25000,汽油,自动,轿车,车168,太原,3,10万以下,1-3万公里,0.0
岚图,岚图追光 2024款 PHEV 四驱超长续航行政版,0.1,2024,1000,电动,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
本田,本田UR-V 2020款 370TURBO 四驱尊享版,4.3,2020,43400,汽油,自动,轿车,车168,太原,4,10万以下,3-5万公里,0.0
途观L,途观L 2024款 出众款 300TSI 自动两驱龙腾版,1.3,2024,12700,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
途观L,途观L 2024款 出众款 300TSI 自动两驱龙腾版,2.8,2024,28400,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
迈腾,迈腾 2024款 200万辆众享款 280TSI DSG舒适型,200.0,2024,20000,汽油,自动,轿车,车168,太原,0,100万以上,1-3万公里,0.0
传祺,传祺M8 2023款 宗师系列 双擎 至尊版,4.3,2023,43000,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
威然,威然 2020款 380TSI 尊贵版,10.0,2020,100000,汽油,自动,轿车,车168,太原,4,10-20万,10万公里以上,0.0
林肯,林肯大陆 2019款 2.0T 两驱尊耀版 国V,5.3,2019,53000,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,2.0
奥迪,奥迪Q7 2021款 55 TFSI quattro S line运动型,8.7,2021,87000,汽油,自动,SUV,车168,太原,3,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2022款 C 260 L 运动版,2.8,2022,28000,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
奔驰,奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,4.8,2021,48000,汽油,自动,SUV,车168,太原,3,10万以下,3-5万公里,0.0
奥迪,奥迪A7L 2024款 45 TFSI 豪华型,0.9,2024,9400,汽油,自动,轿车,车168,太原,0,10万以下,1万公里以下,7.0
宝马,宝马5系 2024款 530Li 领先型 豪华套装,1.7,2024,17000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
揽胜极光,揽胜极光 2021款 极光L 249PS R-Dynamic First edition 首发版,3.4,2021,34000,汽油,自动,轿车,车168,太原,3,10万以下,3-5万公里,0.0
马自达,马自达3 昂克赛拉 2020款 2.0L 自动质炫版,4.2,2020,42000,汽油,自动,轿车,车168,太原,4,10万以下,3-5万公里,2.0
哈弗大狗,哈弗大狗 2022款 1.5T DCT两驱边牧版,4.0,2022,40000,汽油,双离合,轿车,车168,太原,2,10万以下,3-5万公里,1.5
现代,北京现代ix35 2021款 2.0L 自动两驱GLS领先版,2.0,2021,20000,汽油,自动,SUV,车168,太原,3,10万以下,1-3万公里,2.0
奔驰,奔驰A级 2024款 A 200 L 时尚型,2.3,2024,23000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
途锐,途锐 2023款 3.0TSI 锐享版 曜黑运动套装,2.5,2023,25000,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,3.0
坦克500新能源,坦克500新能源 2024款 Hi4-T,1.9,2024,19000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
坦克500新能源,坦克500新能源 2024款 Hi4-T,1.8,2024,18000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
别克,别克GL8新能源 2024款  陆尊 奢享版 7座,0.7,2024,7000,汽油,自动,SUV,车168,太原,0,10万以下,1万公里以下,0.0
亚洲龙,亚洲龙 2019款 双擎 2.5L XLE尊贵版 国VI,3.6,2019,36000,汽油,自动,SUV,车168,太原,5,10万以下,3-5万公里,2.5
途观L,途观L 2021款 330TSI 自动两驱R-Line越享版,5.5,2021,54800,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
锐界,锐界 2021款 PLUS EcoBoost 245 两驱豪锐型 7座,5.8,2021,58200,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,0.0
传祺,传祺GS8 2022款 领航系列 2.0TGDI 两驱尊贵版（七座）,1.3,2022,12700,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,2.0
朗逸,朗逸 2024款 1.5L 自动五百万版,1.1,2024,11100,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,1.5
探岳,探岳 2023款 330TSI 两驱豪华Plus进阶版,4.0,2023,40500,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
宝马,宝马3系 2025款 325i M运动套装,1.0,2025,10100,汽油,自动,轿车,车168,太原,-1,10万以下,1-3万公里,0.0
途观L,途观L 2024款 出众款 300TSI 自动两驱龙腾版,1.3,2024,12900,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
宝马,宝马1系 2021款 改款 125i M运动曜夜版,2.9,2021,28700,汽油,自动,轿车,车168,太原,3,10万以下,1-3万公里,0.0
红旗,红旗HS5 2019款 2.0T 智联旗享四驱版,2.8,2019,27799,汽油,自动,轿车,车168,太原,5,10万以下,1-3万公里,2.0
途观L,途观L 2022款 330TSI 自动两驱R-Line越享版,1.5,2022,15100,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
帕萨特,帕萨特 2023款 330TSI 尊贵版,4.6,2023,45599,汽油,自动,轿车,车168,太原,1,10万以下,3-5万公里,0.0
揽胜极光,揽胜极光 2022款 极光L 200PS R-Dynamic Standard 精英版,1.6,2022,16500,汽油,自动,轿车,车168,太原,2,10万以下,1-3万公里,0.0
探界者Plus,探界者Plus 2024款 102km RS 至臻版,1.3,2024,12700,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
威然,威然 2024款 380TSI 尊驰版,2.8,2024,28200,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
长安,长安UNI-V 2022款 1.5T 尊贵型,4.2,2022,42000,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,1.5
帕杰罗・劲畅(进口),帕杰罗・劲畅(进口) 2020款 3.0L 豪华版,2.7,2020,27000,汽油,自动,轿车,车168,太原,4,10万以下,1-3万公里,3.0
飞行家(进口),飞行家(进口) 2020款 3.0T V6全驱尊雅版,9.8,2020,98000,汽油,自动,轿车,车168,太原,4,10万以下,5-10万公里,3.0
凡尔赛C5,凡尔赛C5 X 2022款 1.6T 势不凡 虎年开门红版,6.7,2022,67000,汽油,自动,SUV,车168,太原,2,10万以下,5-10万公里,1.6
领克,领克01 2023款 2.0TD 两驱型Pro,1.2,2023,11600,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,2.0
途观L,途观L 2021款 330TSI 自动两驱R-Line越享版,4.9,2021,49300,汽油,自动,轿车,车168,太原,3,10万以下,3-5万公里,0.0
星越L,星越L 2021款 2.0TD 高功自动四驱旗舰型,5.6,2021,56000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,2.0
帕萨特,帕萨特 2022款 330TSI 星空豪华版,4.4,2022,43800,汽油,自动,轿车,车168,太原,2,10万以下,3-5万公里,0.0
奔驰,奔驰C级 2022款 C 260 L 运动版,5.8,2022,57800,汽油,自动,轿车,车168,太原,2,10万以下,5-10万公里,0.0
开拓者,开拓者 2020款 650T 7座 型版,4.8,2020,47500,汽油,自动,轿车,车168,太原,4,10万以下,3-5万公里,0.0
红旗,红旗H5 2024款 2.0T 自动智联旗领版,1.2,2024,11700,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,2.0
奥迪,奥迪A4L 2023款 40 TFSI 豪华动感型,2.8,2023,28100,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,4.0
哈弗大狗,哈弗大狗 PLUS 2023款 1.5T 两驱潮野版Plus,0.8,2023,8000,汽油,自动,轿车,车168,太原,1,10万以下,1万公里以下,1.5
哈弗大狗,哈弗大狗 PLUS 新能源 2024款 Hi4 102km 潮电版Plus,1.1,2024,11000,电动,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
沃尔沃,沃尔沃V90 2023款 Cross Country B5 AWD 智远版,11.6,2023,116000,汽油,自动,SUV,车168,太原,1,10-20万,10万公里以上,0.0
奥迪,奥迪A8 2021款 A8L 50 TFSI quattro 舒适型,13.5,2021,135000,汽油,自动,SUV,车168,太原,3,10-20万,10万公里以上,8.0
卡罗拉,卡罗拉 2021款 1.2T S-CVT 豪华版,3.2,2021,32000,汽油,CVT,轿车,车168,太原,3,10万以下,3-5万公里,1.2
雅阁,雅阁 2018款 260TURBO 精英版 国V,5.9,2018,59000,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
奔驰,奔驰GLS 2016款 GLS 400 4MATIC动感型,15.5,2016,155000,汽油,自动,SUV,车168,太原,8,10-20万,10万公里以上,0.0
腾势D9,腾势D9 2024款 DM-i 970 豪华型,0.6,2024,6000,插电混动,自动,轿车,车168,太原,0,10万以下,1万公里以下,0.0
嘉华,嘉华 2021款 2.0T 豪华版,8.7,2021,87000,汽油,自动,轿车,车168,太原,3,10万以下,5-10万公里,2.0
哈弗H9,哈弗H9 2020款 2.0T 汽油四驱尊享型 5座,1.6,2020,16000,汽油,自动,轿车,车168,太原,4,10万以下,1-3万公里,2.0
奥迪,奥迪A3 2020款 Sportback 35 TFSI 时尚型 国VI,3.8,2020,37500,汽油,自动,轿车,车168,太原,4,10万以下,3-5万公里,0.0
荣威,荣威RX5 2023款 1.5T 豪华滑屏版,1.9,2023,18700,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,1.5
帕萨特,帕萨特 2024款 380TSI 龙耀版,1.5,2024,15200,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
探岳,探岳 2023款 330TSI 两驱豪华Plus进阶版,1.4,2023,13600,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,0.0
奥迪,奥迪Q3 2023款 35 TFSI 时尚动感型（1.5T）,2.1,2023,21000,汽油,自动,SUV,车168,太原,1,10万以下,1-3万公里,1.5
皓影,皓影 2023款 240TURBO 两驱豪华版 5座,2.2,2023,22300,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,0.0
威然,威然 2024款 380TSI 尊驰版,2.4,2024,24000,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
途观L,途观L 2019款 380TSI 自动四驱智动豪华版 国V,2.4,2019,23500,汽油,自动,轿车,车168,太原,5,10万以下,1-3万公里,0.0
宝马,宝马3系 2024款 325i M运动曜夜套装,1.3,2024,12900,汽油,自动,轿车,车168,太原,0,10万以下,1-3万公里,0.0
传祺,传祺M6 2023款 PRO 270T DCT尊享版,1.8,2023,18200,汽油,双离合,轿车,车168,太原,1,10万以下,1-3万公里,0.0
北京越野BJ40,北京越野BJ40 2023款 2.0T 自动四驱城市猎人版侠客型,1.7,2023,17200,汽油,自动,轿车,车168,太原,1,10万以下,1-3万公里,2.0
宝马,宝马1系 2018款 118i 运动型,5.3,2018,52699,汽油,自动,轿车,车168,太原,6,10万以下,5-10万公里,0.0
英仕派,英仕派 2019款 260TURBO 精致版 国VI,6.7,2019,66800,汽油,自动,轿车,车168,太原,5,10万以下,5-10万公里,0.0
奥迪,奥迪Q3 2023款 改款 40 TFSI 时尚动感型,3.2,2023,31800,汽油,自动,SUV,车168,太原,1,10万以下,3-5万公里,0.0
菲斯塔,菲斯塔 2019款 280TGDi 运动版 国VI,1.9,2019,18600,汽油,自动,轿车,车168,太原,5,10万以下,1-3万公里,0.0
红旗,红旗H5 2023款 2.0T 自动智联旗领版,0.6,2023,5800,汽油,自动,轿车,车168,太原,1,10万以下,1万公里以下,2.0
